001,3332,1,1,512,1,40,1,2,2
002,3332,1,1,512,1,40,1,5,4
003,3332,1,1,512,1,40,1,9,7
004,3332,1,1,512,1,40,1,0,0
005,3332,1,1,512,1,40,1,0,0
006,3332,1,1,512,1,40,1,7,5
007,3332,1,1,512,1,40,1,9,5
008,3332,1,1,512,1,40,1,1,2
009,3332,1,1,512,1,40,1,1,2
010,3332,1,1,512,1,40,1,8,0
011,3332,1,1,512,1,40,1,5,2
012,3332,1,1,512,1,40,1,5,3
013,3332,1,1,512,1,40,1,9,7
014,3332,1,1,512,1,40,1,9,9
015,3332,1,1,512,1,40,1,8,8
016,3332,1,1,512,1,40,1,9,7
017,3332,1,1,512,1,40,1,1,2
018,3332,1,1,512,1,40,1,3,1
019,3332,1,1,512,1,40,1,8,5
020,3332,1,1,512,1,40,1,2,2
021,3332,1,1,512,1,40,1,5,2
022,3332,1,1,512,1,40,1,4,2
023,3332,1,1,512,1,40,1,6,4
024,3332,1,1,512,1,40,1,5,3
025,3332,1,1,512,1,40,1,3,5
026,3332,1,1,512,1,40,1,3,2
027,3332,1,1,512,1,40,1,6,3
028,3332,1,1,512,1,40,1,2,3
029,3332,1,1,512,1,40,1,4,3
030,3332,1,1,512,1,40,1,1,0
031,3332,1,1,512,1,40,1,7,2
032,3332,1,1,512,1,40,1,9,8
033,3332,1,1,512,1,40,1,8,9
034,3332,1,1,512,1,40,1,4,5
035,3332,1,1,512,1,40,1,8,7
036,3332,1,1,512,1,40,1,6,5
037,3332,1,1,512,1,40,1,0,0
038,3332,1,1,512,1,40,1,6,5
039,3332,1,1,512,1,40,1,7,2
040,3332,1,1,512,1,40,1,3,2
041,3332,1,1,512,1,40,1,1,2
042,3332,1,1,512,1,40,1,5,3
043,3332,1,1,512,1,40,1,3,3
044,3332,1,1,512,1,40,1,1,1
045,3332,1,1,512,1,40,1,5,4
046,3332,1,1,512,1,40,1,1,2
047,3332,1,1,512,1,40,1,4,3
048,3332,1,1,512,1,40,1,0,0
049,3332,1,1,512,1,40,1,4,8
050,3332,1,1,512,1,40,1,6,5
051,3332,1,1,512,1,40,1,7,2
052,3332,1,1,512,1,40,1,3,5
053,3332,1,1,512,1,40,1,8,9
054,3332,1,1,512,1,40,1,1,1
055,3332,1,1,512,1,40,1,2,3
056,3332,1,1,512,1,40,1,1,2
057,3332,1,1,512,1,40,1,3,2
058,3332,1,1,512,1,40,1,2,2
059,3332,1,1,512,1,40,1,8,5
060,3332,1,1,512,1,40,1,0,0
061,3332,1,1,512,1,40,1,2,3
062,3332,1,1,512,1,40,1,0,0
063,3332,1,1,512,1,40,1,2,4
064,3332,1,1,512,1,40,1,2,1
065,3332,1,1,512,1,40,1,2,3
066,3332,1,1,512,1,40,1,5,7
067,3332,1,1,512,1,40,1,6,7
068,3332,1,1,512,1,40,1,2,1
069,3332,1,1,512,1,40,1,1,1
070,3332,1,1,512,1,40,1,6,1
071,3332,1,1,512,1,40,1,6,4
072,3332,1,1,512,1,40,1,5,8
073,3332,1,1,512,1,40,1,8,9
074,3332,1,1,512,1,40,1,7,6
075,3332,1,1,512,1,40,1,8,6
076,3332,1,1,512,1,40,1,3,5
077,3332,1,1,512,1,40,1,8,5
078,3332,1,1,512,1,40,1,7,5
079,3332,1,1,512,1,40,1,0,0
080,3332,1,1,512,1,40,1,0,0
081,3332,1,1,512,1,40,1,0,0
082,3332,1,1,512,1,40,1,2,4
083,3332,1,1,512,1,40,1,4,4
